Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-double,Easy,3
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-single,Easy,1
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-single,Hard,6
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] Sweater Weather - The Neighborhood/,Sweater Weather,dance-double,Challenge,10
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-single,Challenge,10
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-single,Medium,6
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-single,Hard,8
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-double,Easy,3
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] The Island Pt. 1 [Dawn] (Crimsonik Remix) - Pendulum/,The Island,dance-double,Challenge,10
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-double,Easy,1
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-double,Medium,3
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-double,Hard,5
Encore Rebirth/[EncoreRebirth] The Mother We Share - Chvrches/,The Mother We Share,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-double,Easy,3
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-single,Easy,3
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-single,Hard,6
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] The One and Only - Chesney Hawkes/,The One and Only,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-double,Medium,4
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-double,Easy,3
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-double,Hard,6
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-single,Medium,6
Encore Rebirth/[EncoreRebirth] Too Close - Alex Clare/,Too Close,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-double,Easy,2
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-single,Easy,3
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-double,Challenge,11
Encore Rebirth/[EncoreRebirth] Up in the Air - Thirty Seconds to Mars/,Up in the Air,dance-single,Challenge,11
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-single,Easy,1
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-single,Hard,5
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-single,Challenge,8
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-double,Easy,1
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-double,Hard,6
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-double,Medium,4
Encore Rebirth/[EncoreRebirth] Vanilla Twilight - Owl City/,Vanilla Twilight,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-single,Easy,4
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-single,Medium,5
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-single,Hard,8
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-double,Easy,3
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-double,Medium,6
Encore Rebirth/[EncoreRebirth] Wanted To - Infected Mushroom feat. Maya Isacowitz/,Wanted To,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-single,Easy,3
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-single,Medium,5
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-double,Easy,2
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-double,Hard,7
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] We Got the World - Icona Pop/,We Got the World,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-double,Easy,2
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-double,Medium,4
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-double,Hard,6
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-double,Challenge,10
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-single,Hard,5
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] What About... - Toy Box/,What About...,dance-single,Challenge,8
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-single,Medium,4
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-single,Challenge,10
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-double,Easy,2
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-double,Hard,6
Encore Rebirth/[EncoreRebirth] Wrecking Ball - August Burns Red/,Wrecking Ball,dance-double,Challenge,9
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-single,Beginner,1
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-single,Easy,2
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-single,Medium,5
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-single,Challenge,9
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-single,Hard,7
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-double,Easy,4
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-double,Medium,5
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-double,Hard,8
Encore Rebirth/[EncoreRebirth] You Can Walk on Water - DJ Encore/,You Can Walk on Water,dance-double,Challenge,9
ECFA 2019 - Upper/(CB Round 1 - 2007) Silikon (No CMOD)/,(CB Round 1 - 2007) Silikon (No CMOD),dance-single,Challenge,11
ECFA 2019 - Upper/(CB Round 1 - 2008) Stop the Music/,(CB Round 1 - 2008) Stop the Music,dance-single,Challenge,10
ECFA 2019 - Upper/(CB Round 1 - 2009) Ants (No CMOD)/,(CB Round 1 - 2009) Ants (No CMOD),dance-single,Challenge,11
ECFA 2019 - Upper/(CB Round 1 - 2010) Negative Nature (No CMOD)/,(CB Round 1 - 2010) Negative Nature (No CMOD),dance-single,Challenge,10
ECFA 2019 - Upper/(CB Round 1 - 2011) Blazing/,(CB Round 1 - 2011) Blazing,dance-single,Challenge,12
ECFA 2019 - Upper/(CB Round 1 - 2012) U Got 2 Know (No CMOD)/,(CB Round 1 - 2012) U Got 2 Know (No CMOD),dance-single,Challenge,12
ECFA 2019 - Upper/(CB Round 1 - 2013) Jurassic Snack Pack/,(CB Round 1 - 2013) Jurassic Snack Pack,dance-single,Challenge,10
ECFA 2019 - Upper/(CB Round 1 - 2014) Bass 2 Bass/,(CB Round 1 - 2014) Bass 2 Bass,dance-single,Challenge,11
ECFA 2019 - Upper/(CB Round 1 - 2015) Electric Angel/,(CB Round 1 - 2015) Electric Angel,dance-single,Challenge,12
ECFA 2019 - Upper/(CB Round 1 - 2016) Music (Sunship Remix)/,(CB Round 1 - 2016) Music,dance-single,Challenge,12
ECFA 2019 - Upper/(FA+ Round 1 - 09) Field of Hopes and Dreams/,(FA+ Round 1 - 09) Field of Hopes and Dreams,dance-single,Challenge,9
ECFA 2019 - Upper/(FA+ Round 1 - 09) The setting sun/,(FA+ Round 1 - 09) The setting sun,dance-single,Challenge,9
ECFA 2019 - Upper/(FA+ Round 1 - 09) The setting sun/,(FA+ Round 1 - 09) The setting sun,dance-double,Challenge,10
ECFA 2019 - Upper/(FA+ Round 1 - 10) Different World/,(FA+ Round 1 - 10) Different World,dance-single,Challenge,10
ECFA 2019 - Upper/(FA+ Round 1 - 10) Fly Me to the Moon (Cee-Roo Remix)/,(FA+ Round 1 - 10) Fly Me to the Moon,dance-single,Challenge,10
ECFA 2019 - Upper/(FA+ Round 1 - 11) Fly far bounce/,(FA+ Round 1 - 11) Fly far bounce,dance-single,Challenge,11
ECFA 2019 - Upper/(FA+ Round 1 - 11) The Fourth Interval/,(FA+ Round 1 - 11) The Fourth Interval,dance-single,Challenge,11
ECFA 2019 - Upper/(FA+ Round 1 - 12) cloud/,(FA+ Round 1 - 12) cloud,dance-single,Challenge,12
ECFA 2019 - Upper/(FA+ Round 1 - 12) Papipopepipupepa/,(FA+ Round 1 - 12) Papipopepipupepa,dance-single,Challenge,12
ECFA 2019 - Upper/(FA+ Round 1 - Bonus 09) Chatterbox/,(FA+ Round 1 - Bonus 09) Chatterbox,dance-single,Challenge,9
ECFA 2019 - Upper/(FA+ Round 1 - Bonus 10) Electric Dance System Music/,(FA+ Round 1 - Bonus 10) Electric Dance System Music,dance-single,Challenge,10
ECFA 2019 - Upper/(FA+ Round 1 - Bonus 11) Like a Lady/,(FA+ Round 1 - Bonus 11) Like a Lady,dance-single,Challenge,11
ECFA 2019 - Upper/(FA+ Round 1 - Bonus 11) Like a Lady/,(FA+ Round 1 - Bonus 11) Like a Lady,dance-single,Edit,11
ECFA 2019 - Upper/(FA+ Round 1 - Bonus 12) Paradox/,(FA+ Round 1 - Bonus 12) Paradox,dance-single,Challenge,12
ECFA 2019 - Upper/(NG Round 1 - 10) Down the Road/,(NG Round 1 - 10) Down The Road,dance-single,Challenge,10
ECFA 2019 - Upper/(NG Round 1 - 10) HANDS UP IN THE AIR/,(NG Round 1 - 10) HANDS UP IN THE AIR,dance-single,Challenge,10
ECFA 2019 - Upper/(NG Round 1 - 10) Redshift/,(NG Round 1 - 10) Redshift,dance-single,Challenge,10
ECFA 2019 - Upper/(NG Round 1 - 10) Time for Tea (Melbourne Swing Mix)/,(NG Round 1 - 10) Time for Tea,dance-single,Challenge,10
ECFA 2019 - Upper/(NG Round 1 - 11) Hitch Hiker2/,(NG Round 1 - 11) Hitch Hiker2,dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 11) LOVE THIS MOMENT/,(NG Round 1 - 11) LOVE THIS MOMENT,dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 11) Oboro (dj TAKA Remix) (No CMOD)/,(NG Round 1 - 11) Oboro (No CMOD),dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 11) Save Miracles/,(NG Round 1 - 11) Save Miracles,dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 11) Unknown Civilization/,(NG Round 1 - 11) Unknown Civilization,dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 11) Zora/,(NG Round 1 - 11) Zora,dance-single,Challenge,11
ECFA 2019 - Upper/(NG Round 1 - 12) Computer Blues/,(NG Round 1 - 12) Computer Blues,dance-single,Challenge,12
ECFA 2019 - Upper/(NG Round 1 - 12) Don't Die (No CMOD)/,(NG Round 1 - 12) Don't Die (No CMOD),dance-single,Challenge,12
ECFA 2019 - Upper/(NG Round 1 - 12) Hypnotized/,(NG Round 1 - 12) Hypnotized,dance-single,Challenge,12
ECFA 2019 - Upper/(NG Round 1 - 12) Lament Configuration/,(NG Round 1 - 12) Lament Configuration,dance-single,Challenge,12
ECFA 2019 - Upper/(NG Round 1 - 13) Binary (Remix)/,(NG Round 1 - 13) Binary,dance-single,Challenge,13
Notice Me Benpai 2/Beach Episode/,Beach Episode,dance-single,Challenge,11
Notice Me Benpai 2/Beach Episode/,Beach Episode,dance-single,Hard,9
Notice Me Benpai 2/Beach Episode/,Beach Episode,dance-single,Medium,7
Notice Me Benpai 2/Beach Episode/,Beach Episode,dance-single,Easy,5
Notice Me Benpai 2/Beach Episode/,Beach Episode,dance-single,Beginner,3
Notice Me Benpai 2/Bug Thief/,Bug Thief,dance-single,Challenge,12
Notice Me Benpai 2/Bug Thief/,Bug Thief,dance-single,Beginner,2
Notice Me Benpai 2/Bug Thief/,Bug Thief,dance-single,Easy,4
Notice Me Benpai 2/Bug Thief/,Bug Thief,dance-single,Hard,9
Notice Me Benpai 2/Bug Thief/,Bug Thief,dance-single,Medium,6
Notice Me Benpai 2/Candy Carousel/,Candy Carousel,dance-single,Challenge,10
Notice Me Benpai 2/Candy Carousel/,Candy Carousel,dance-single,Hard,8
Notice Me Benpai 2/Candy Carousel/,Candy Carousel,dance-single,Beginner,2
Notice Me Benpai 2/Candy Carousel/,Candy Carousel,dance-single,Medium,6
Notice Me Benpai 2/Candy Carousel/,Candy Carousel,dance-single,Easy,4
Notice Me Benpai 2/Chatterbox/,Chatterbox,dance-single,Challenge,9
Notice Me Benpai 2/Chatterbox/,Chatterbox,dance-single,Hard,8
Notice Me Benpai 2/Chatterbox/,Chatterbox,dance-single,Beginner,1
Notice Me Benpai 2/Chatterbox/,Chatterbox,dance-single,Medium,5
Notice Me Benpai 2/Chatterbox/,Chatterbox,dance-single,Easy,3
Notice Me Benpai 2/Checkpoint/,Checkpoint,dance-single,Challenge,10
Notice Me Benpai 2/Checkpoint/,Checkpoint,dance-single,Beginner,2
Notice Me Benpai 2/Checkpoint/,Checkpoint,dance-single,Easy,4
Notice Me Benpai 2/Checkpoint/,Checkpoint,dance-single,Hard,8
Notice Me Benpai 2/Checkpoint/,Checkpoint,dance-single,Medium,6
Notice Me Benpai 2/Clean The Sea/,Clean The Sea,dance-single,Challenge,10
Notice Me Benpai 2/Clean The Sea/,Clean The Sea,dance-single,Beginner,1
Notice Me Benpai 2/Clean The Sea/,Clean The Sea,dance-single,Easy,3
Notice Me Benpai 2/Clean The Sea/,Clean The Sea,dance-single,Medium,5
Notice Me Benpai 2/Clean The Sea/,Clean The Sea,dance-single,Hard,8
Notice Me Benpai 2/Computer Blues/,Computer Blues,dance-single,Challenge,13
Notice Me Benpai 2/Computer Blues/,Computer Blues,dance-single,Hard,11
Notice Me Benpai 2/Computer Blues/,Computer Blues,dance-single,Medium,9
Notice Me Benpai 2/Computer Blues/,Computer Blues,dance-single,Beginner,3
Notice Me Benpai 2/Computer Blues/,Computer Blues,dance-single,Easy,5
Notice Me Benpai 2/Copper/,Copper,dance-single,Challenge,11
Notice Me Benpai 2/Copper/,Copper,dance-single,Hard,9
Notice Me Benpai 2/Copper/,Copper,dance-single,Beginner,1
Notice Me Benpai 2/Copper/,Copper,dance-single,Easy,3
Notice Me Benpai 2/Copper/,Copper,dance-single,Medium,7
Notice Me Benpai 2/Copper/,Copper,dance-single,Edit,11
Notice Me Benpai 2/Desert/,Desert,dance-single,Challenge,9
Notice Me Benpai 2/Desert/,Desert,dance-single,Hard,8
Notice Me Benpai 2/Desert/,Desert,dance-single,Beginner,1
Notice Me Benpai 2/Desert/,Desert,dance-single,Easy,3
Notice Me Benpai 2/Desert/,Desert,dance-single,Medium,6
Notice Me Benpai 2/Dot to Dot (feat. Shully)/,Dot to Dot,dance-single,Challenge,11
Notice Me Benpai 2/Dot to Dot (feat. Shully)/,Dot to Dot,dance-single,Hard,9
Notice Me Benpai 2/Dot to Dot (feat. Shully)/,Dot to Dot,dance-single,Beginner,1
Notice Me Benpai 2/Dot to Dot (feat. Shully)/,Dot to Dot,dance-single,Easy,4
Notice Me Benpai 2/Dot to Dot (feat. Shully)/,Dot to Dot,dance-single,Medium,7
Notice Me Benpai 2/drop pop candy/,drop pop candy,dance-single,Challenge,9
Notice Me Benpai 2/drop pop candy/,drop pop candy,dance-single,Beginner,2
Notice Me Benpai 2/drop pop candy/,drop pop candy,dance-single,Easy,3
Notice Me Benpai 2/drop pop candy/,drop pop candy,dance-single,Hard,8
Notice Me Benpai 2/drop pop candy/,drop pop candy,dance-single,Medium,6
Notice Me Benpai 2/ERIS/,ERIS,dance-single,Challenge,11
Notice Me Benpai 2/ERIS/,ERIS,dance-single,Hard,8
Notice Me Benpai 2/ERIS/,ERIS,dance-single,Beginner,1
Notice Me Benpai 2/ERIS/,ERIS,dance-single,Easy,3
Notice Me Benpai 2/ERIS/,ERIS,dance-single,Medium,5
Notice Me Benpai 2/Heart of Gold (feat. RORA)/,Heart of Gold,dance-single,Challenge,9
Notice Me Benpai 2/Heart of Gold (feat. RORA)/,Heart of Gold,dance-single,Hard,8
Notice Me Benpai 2/Heart of Gold (feat. RORA)/,Heart of Gold,dance-single,Beginner,2
Notice Me Benpai 2/Heart of Gold (feat. RORA)/,Heart of Gold,dance-single,Easy,4
Notice Me Benpai 2/Heart of Gold (feat. RORA)/,Heart of Gold,dance-single,Medium,6
Notice Me Benpai 2/Hiccup/,Hiccup,dance-single,Challenge,11
Notice Me Benpai 2/Hiccup/,Hiccup,dance-single,Hard,9
Notice Me Benpai 2/Hiccup/,Hiccup,dance-single,Medium,6
Notice Me Benpai 2/Hiccup/,Hiccup,dance-single,Beginner,1
Notice Me Benpai 2/Hiccup/,Hiccup,dance-single,Easy,3
Notice Me Benpai 2/Libertas/,Libertas,dance-single,Challenge,12
Notice Me Benpai 2/Libertas/,Libertas,dance-single,Hard,10
Notice Me Benpai 2/Libertas/,Libertas,dance-single,Beginner,1
Notice Me Benpai 2/Libertas/,Libertas,dance-single,Easy,3
Notice Me Benpai 2/Libertas/,Libertas,dance-single,Medium,6
Notice Me Benpai 2/Peacock (Haywyre Remix)/,Peacock,dance-single,Challenge,10
Notice Me Benpai 2/Peacock (Haywyre Remix)/,Peacock,dance-single,Hard,8
Notice Me Benpai 2/Peacock (Haywyre Remix)/,Peacock,dance-single,Beginner,1
Notice Me Benpai 2/Peacock (Haywyre Remix)/,Peacock,dance-single,Easy,3
Notice Me Benpai 2/Peacock (Haywyre Remix)/,Peacock,dance-single,Medium,5
Notice Me Benpai 2/Quick Attack/,Quick Attack,dance-single,Challenge,12
Notice Me Benpai 2/Quick Attack/,Quick Attack,dance-single,Hard,9
Notice Me Benpai 2/Quick Attack/,Quick Attack,dance-single,Beginner,1
Notice Me Benpai 2/Quick Attack/,Quick Attack,dance-single,Easy,3
Notice Me Benpai 2/Quick Attack/,Quick Attack,dance-single,Medium,7
Notice Me Benpai 2/Satisfy/,Satisfy,dance-single,Challenge,10
Notice Me Benpai 2/Satisfy/,Satisfy,dance-single,Beginner,1
Notice Me Benpai 2/Satisfy/,Satisfy,dance-single,Easy,3
Notice Me Benpai 2/Satisfy/,Satisfy,dance-single,Medium,6
Notice Me Benpai 2/Satisfy/,Satisfy,dance-single,Hard,8
Notice Me Benpai 2/Smooth Criminal (Haywyre Remix)/,Smooth Criminal,dance-single,Challenge,11
Notice Me Benpai 2/Smooth Criminal (Haywyre Remix)/,Smooth Criminal,dance-single,Beginner,2
Notice Me Benpai 2/Smooth Criminal (Haywyre Remix)/,Smooth Criminal,dance-single,Easy,4
Notice Me Benpai 2/Smooth Criminal (Haywyre Remix)/,Smooth Criminal,dance-single,Medium,7
Notice Me Benpai 2/Smooth Criminal (Haywyre Remix)/,Smooth Criminal,dance-single,Hard,9
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Challenge,13
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Edit,15
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Beginner,2
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Easy,4
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Hard,9
Notice Me Benpai 2/Snailchan Adventure/,Snailchan Adventure,dance-single,Medium,6
Notice Me Benpai 2/Solitude (Cesari Remix)/,Solitude,dance-single,Challenge,11
Notice Me Benpai 2/Solitude (Cesari Remix)/,Solitude,dance-single,Hard,9
Notice Me Benpai 2/Solitude (Cesari Remix)/,Solitude,dance-single,Beginner,1
Notice Me Benpai 2/Solitude (Cesari Remix)/,Solitude,dance-single,Easy,3
Notice Me Benpai 2/Solitude (Cesari Remix)/,Solitude,dance-single,Medium,6
Notice Me Benpai 2/Spica/,Spica,dance-single,Challenge,9
Notice Me Benpai 2/Spica/,Spica,dance-single,Edit,10
Notice Me Benpai 2/Spica/,Spica,dance-single,Hard,8
Notice Me Benpai 2/Spica/,Spica,dance-single,Edit,9
Notice Me Benpai 2/Spica/,Spica,dance-single,Beginner,1
Notice Me Benpai 2/Spica/,Spica,dance-single,Easy,3
Notice Me Benpai 2/Spica/,Spica,dance-single,Medium,6
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Challenge,11
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Medium,5
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Hard,9
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Beginner,1
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Easy,3
Notice Me Benpai 2/Starbow/,Starbow,dance-single,Edit,11
Notice Me Benpai 2/Studiopolis Zone (Ben Briggs Remix)/,Studiopolis Zone,dance-single,Challenge,10
Notice Me Benpai 2/Studiopolis Zone (Ben Briggs Remix)/,Studiopolis Zone,dance-single,Beginner,1
Notice Me Benpai 2/Studiopolis Zone (Ben Briggs Remix)/,Studiopolis Zone,dance-single,Easy,3
Notice Me Benpai 2/Studiopolis Zone (Ben Briggs Remix)/,Studiopolis Zone,dance-single,Medium,6
Notice Me Benpai 2/Studiopolis Zone (Ben Briggs Remix)/,Studiopolis Zone,dance-single,Hard,8
Notice Me Benpai 2/The Edge/,The Edge,dance-single,Challenge,10
Notice Me Benpai 2/The Edge/,The Edge,dance-single,Hard,8
Notice Me Benpai 2/The Edge/,The Edge,dance-single,Beginner,1
Notice Me Benpai 2/The Edge/,The Edge,dance-single,Easy,3
Notice Me Benpai 2/The Edge/,The Edge,dance-single,Medium,5
Notice Me Benpai 2/The Queen/,The Queen,dance-single,Challenge,11
Notice Me Benpai 2/The Queen/,The Queen,dance-single,Hard,9
Notice Me Benpai 2/The Queen/,The Queen,dance-single,Medium,7
